6
399
	285 :	 29.024889	 30.993663	 -1.000000
	286 :	 29.136320	 31.143442	 -1.000000
	287 :	 29.240482	 31.295295	 -1.000000
	288 :	 29.340133	 31.454069	 -1.000000
	289 :	 29.441908	 31.609212	 -1.000000
	290 :	 29.536623	 31.769332	 -1.000000
	291 :	 29.634853	 31.929220	 -1.000000
	292 :	 29.735770	 32.085513	 -1.000000
	293 :	 29.838834	 32.237954	 -1.000000
	294 :	 29.942977	 32.385687	 -1.000000
	295 :	 30.043861	 32.532253	 -1.000000
	296 :	 30.143147	 32.680898	 -1.000000
	297 :	 30.245559	 32.827083	 -1.000000
	298 :	 30.348198	 32.967211	 -1.000000
	299 :	 30.445096	 33.110009	 -1.000000
	300 :	 30.544371	 33.252452	 -1.000000
	301 :	 30.645801	 33.391374	 -1.000000
	302 :	 30.747156	 33.523932	 -1.000000
	303 :	 30.842327	 33.659600	 -1.000000
	304 :	 30.940656	 33.794478	 -1.000000
	305 :	 31.041086	 33.925274	 -1.000000
	306 :	 31.141796	 34.050511	 -1.000000
	307 :	 31.235256	 34.170672	 -1.000000
	308 :	 31.316210	 34.303888	 -1.000000
	309 :	 31.405551	 34.437043	 -1.000000
	310 :	 31.498072	 34.563816	 -1.000000
	311 :	 31.593026	 34.684893	 -1.000000
	312 :	 31.689874	 34.801005	 -1.000000
	313 :	 31.788012	 34.912451	 -1.000000
	314 :	 31.887282	 35.019733	 -1.000000
	315 :	 31.987302	 35.123043	 -1.000000
	316 :	 32.087545	 35.222493	 -1.000000
	317 :	 32.186693	 35.317625	 -1.000000
	318 :	 32.281915	 35.411661	 -1.000000
	319 :	 32.376672	 35.505687	 -1.000000
	320 :	 32.472048	 35.595685	 -1.000000
	321 :	 32.556431	 35.674929	 -1.000000
	322 :	 32.617531	 35.769585	 -1.000000
	323 :	 32.679920	 35.874578	 -1.000000
	324 :	 32.740431	 35.978431	 -1.000000
	325 :	 32.796752	 36.082804	 -1.000000
	326 :	 32.851509	 36.185590	 -1.000000
	327 :	 32.902821	 36.287393	 -1.000000
	328 :	 32.951950	 36.387956	 -1.000000
	329 :	 32.998622	 36.486880	 -1.000000
	330 :	 33.041378	 36.581109	 -1.000000
	331 :	 33.076009	 36.677999	 -1.000000
	332 :	 33.108001	 36.777113	 -1.000000
	333 :	 33.137427	 36.876285	 -1.000000
	334 :	 33.165945	 36.973094	 -1.000000
	335 :	 33.191300	 37.062268	 -1.000000
	336 :	 33.206281	 37.153688	 -1.000000
	337 :	 33.215802	 37.251945	 -1.000000
	338 :	 33.224281	 37.350301	 -1.000000
	339 :	 33.231872	 37.441638	 -1.000000
	340 :	 33.232582	 37.523440	 -1.000000
	341 :	 33.204362	 37.632601	 -1.000000
	342 :	 33.176277	 37.746879	 -1.000000
	343 :	 33.148402	 37.856039	 -1.000000
	344 :	 33.120424	 37.961337	 -1.000000
	345 :	 33.094775	 38.059870	 -1.000000
	346 :	 33.066899	 38.158828	 -1.000000
	347 :	 33.053410	 38.232661	 -1.000000
	348 :	 33.010081	 38.324543	 -1.000000
	349 :	 32.951941	 38.431941	 -1.000000
	350 :	 32.894459	 38.535779	 -1.000000
	351 :	 32.841628	 38.633027	 -1.000000
	352 :	 32.812519	 38.698765	 -1.000000
	353 :	 32.680760	 38.847272	 -1.000000
	354 :	 32.533216	 39.007568	 -1.000000
	355 :	 32.395444	 39.154560	 -1.000000
	356 :	 32.268939	 39.287029	 -1.000000
	357 :	 32.168053	 39.395087	 -1.000000
	358 :	 32.136065	 39.440694	 -1.000000
	359 :	 32.082738	 39.497305	 -1.000000
	360 :	 32.020602	 39.558085	 -1.000000
	361 :	 31.967524	 39.607303	 -1.000000
	362 :	 31.952151	 39.621659	 -1.000000
	363 :	 31.792665	 39.749672	 -1.000000
	364 :	 31.630063	 39.879182	 -1.000000
	365 :	 31.466973	 40.007995	 -1.000000
	366 :	 31.303318	 40.136172	 -1.000000
	367 :	 31.139141	 40.263679	 -1.000000
	368 :	 30.974445	 40.390516	 -1.000000
	369 :	 30.809273	 40.516648	 -1.000000
	370 :	 30.643546	 40.642134	 -1.000000
	371 :	 30.477309	 40.766943	 -1.000000
	372 :	 30.310563	 40.891072	 -1.000000
	373 :	 30.143312	 41.014519	 -1.000000
	374 :	 29.975599	 41.137252	 -1.000000
	375 :	 29.807345	 41.259329	 -1.000000
	376 :	 29.638593	 41.380717	 -1.000000
	377 :	 29.469347	 41.501416	 -1.000000
	378 :	 29.299652	 41.621393	 -1.000000
	379 :	 29.129426	 41.740706	 -1.000000
	380 :	 28.958715	 41.859322	 -1.000000
	381 :	 28.787520	 41.977239	 -1.000000
	382 :	 28.615846	 42.094458	 -1.000000
	383 :	 28.443736	 42.210945	 -1.000000
	384 :	 28.271110	 42.326756	 -1.000000
	385 :	 28.098012	 42.441863	 -1.000000
	386 :	 27.924445	 42.556261	 -1.000000
	387 :	 27.750456	 42.669921	 -1.000000
	388 :	 27.575961	 42.782898	 -1.000000
	389 :	 27.401007	 42.895161	 -1.000000
	390 :	 27.225595	 43.006708	 -1.000000
	391 :	 27.049729	 43.117539	 -1.000000
	392 :	 26.873455	 43.227624	 -1.000000
	393 :	 26.696690	 43.337014	 -1.000000
	394 :	 26.519479	 43.445681	 -1.000000
	395 :	 26.341826	 43.553624	 -1.000000
	396 :	 26.163778	 43.660814	 -1.000000
	397 :	 25.985249	 43.767303	 -1.000000
	398 :	 25.806287	 43.873062	 -1.000000
	399 :	 25.626895	 43.978088	 -1.000000

<type> (SCALAR:STRING) GO_TYPE_ROTOR

<attributes> (SCALAR:STRING) GO_ATTRIB_ROTATING|GO_ATTRIB_RECURRENT

<rotorLength> (SCALAR:FLOAT)  169.000000

<rotorLead> (SCALAR:FLOAT)  -304.200000

<yScaling> (SCALAR:FLOAT)  1.000000

<color> (TAB[3]:INTEGER)
	1 :	 200
	2 :	 0
	3 :	 147

