4
400
	343 :	 19.136920	 41.724096	 -1.000000
	344 :	 18.939697	 41.989580	 -1.000000
	345 :	 18.739189	 42.252431	 -1.000000
	346 :	 18.541509	 42.508959	 -1.000000
	347 :	 18.313111	 42.774813	 -1.000000
	348 :	 18.086830	 43.036396	 -1.000000
	349 :	 17.864564	 43.291763	 -1.000000
	350 :	 17.644358	 43.541828	 -1.000000
	351 :	 17.422675	 43.788034	 -1.000000
	352 :	 17.207277	 44.025915	 -1.000000
	353 :	 16.934839	 44.281513	 -1.000000
	354 :	 16.662179	 44.533587	 -1.000000
	355 :	 16.396755	 44.778117	 -1.000000
	356 :	 16.138361	 45.014976	 -1.000000
	357 :	 15.886473	 45.244779	 -1.000000
	358 :	 15.644833	 45.464031	 -1.000000
	359 :	 15.290606	 45.716886	 -1.000000
	360 :	 14.948413	 45.961305	 -1.000000
	361 :	 14.621141	 46.194579	 -1.000000
	362 :	 14.292768	 46.422309	 -1.000000
	363 :	 13.977428	 46.640469	 -1.000000
	364 :	 13.675613	 46.848479	 -1.000000
	365 :	 13.345884	 47.059065	 -1.000000
	366 :	 13.029501	 47.260591	 -1.000000
	367 :	 12.726552	 47.452991	 -1.000000
	368 :	 12.436545	 47.636502	 -1.000000
	369 :	 12.156156	 47.812316	 -1.000000
	370 :	 11.881916	 47.980910	 -1.000000
	371 :	 11.558655	 48.156446	 -1.000000
	372 :	 11.250080	 48.323676	 -1.000000
	373 :	 10.956975	 48.482056	 -1.000000
	374 :	 10.678881	 48.631764	 -1.000000
	375 :	 10.408615	 48.774880	 -1.000000
	376 :	 10.151281	 48.909391	 -1.000000
	377 :	 9.794881	 49.059277	 -1.000000
	378 :	 9.443994	 49.202797	 -1.000000
	379 :	 9.115069	 49.336494	 -1.000000
	380 :	 8.809473	 49.460353	 -1.000000
	381 :	 8.525792	 49.575193	 -1.000000
	382 :	 8.266876	 49.679802	 -1.000000
	383 :	 7.775284	 49.816912	 -1.000000
	384 :	 7.307632	 49.942775	 -1.000000
	385 :	 6.887550	 50.054305	 -1.000000
	386 :	 6.518597	 50.152289	 -1.000000
	387 :	 6.192708	 50.238792	 -1.000000
	388 :	 5.903792	 50.315219	 -1.000000
	389 :	 5.578713	 50.390727	 -1.000000
	390 :	 5.295227	 50.456563	 -1.000000
	391 :	 5.048728	 50.513740	 -1.000000
	392 :	 4.835443	 50.563085	 -1.000000
	393 :	 4.652266	 50.605506	 -1.000000
	394 :	 4.495013	 50.641481	 -1.000000
	395 :	 4.357545	 50.671959	 -1.000000
	396 :	 4.247115	 50.696515	 -1.000000
	397 :	 4.162218	 50.715319	 -1.000000
	398 :	 4.102474	 50.728617	 -1.000000
	399 :	 4.070611	 50.735700	 -1.000000
	400 :	 4.046130	 50.738930	 -1.000000

<type> (SCALAR:STRING) GO_TYPE_ROTOR

<attributes> (SCALAR:STRING) GO_ATTRIB_PRIMARY|GO_ATTRIB_ROTATING|GO_ATTRIB_RECURRENT

<rotorLength> (SCALAR:FLOAT)  169.000000

<rotorLead> (SCALAR:FLOAT)  202.800000

<yScaling> (SCALAR:FLOAT)  1.000000

<color> (TAB[3]:INTEGER)
	1 :	 0
	2 :	 0
	3 :	 255

